,timestamp,ACC_0,ACC_1,ACC_2,GYRO_0,GYRO_1,GYRO_2,MAG_0,MAG_1,MAG_2,PRESS,LIGHT,label,ACC_012,ACC_01,ACC_02,ACC_12,GYRO_012,GYRO_01,GYRO_02,GYRO_12,MAG_012,MAG_01,MAG_02,MAG_12
2,330917898456832.6,0.6106788896369365,6.877471870262755,6.713566678874043,-0.9055834757061547,0.48265098514848237,0.7613955510286585,-5.2900567266789915,-31.73883264127424,-23.912152249318915,1022.7287909803013,1582.4912553038662,0.0,9.630395920427754,6.904530978459267,6.741283724776466,9.61101435218694,1.2777936414237923,1.0261741591644373,1.1831333891824176,0.9014849741349188,40.08901623633217,32.176671636486844,24.490319013154757,39.7384514371839
3,330917931790165.94,1.101219412202038,6.778325644387133,6.048834627549951,-0.9510856677997522,0.49518514442408046,0.808212508118617,-5.024212951404138,-31.31386435861444,-24.213977178731596,1022.7090588753729,1577.601977653096,0.0,9.15132684842008,6.867196133442443,6.148258659592808,9.084827950644062,1.342750808240972,1.0722743467753009,1.2481071291253352,0.9478479759632781,39.901347191077335,31.714362942533793,24.72972718396205,39.583769298562736
4,330917965123499.25,1.0063813458757014,6.17064094179554,5.936422428228881,-0.005156381117675807,0.285546112289913,-0.1696891257601681,-6.561132229296967,-30.227240683346768,-21.697109717951786,1022.6905605397483,1574.7996969050598,0.0,8.621526795891134,6.252168667421723,6.021122375413531,8.562588445028888,0.332201098600478,0.2855926653647014,0.169767451731717,0.33216107786002524,37.78225913801518,30.931125673975938,22.667444193008553,37.208206748536156
5,330917998456832.56,0.6285346161582888,6.744983374857459,6.5541188184408465,0.15497773742288695,0.2800692516537587,-0.03542746203585482,-5.070274403486986,-31.27462907639008,-23.585326216555053,1022.7078787602541,1573.7320541609138,0.0,9.42583311845978,6.774205229457753,6.584187820069358,9.404853758211447,0.32204345962139275,0.3200888701885989,0.15897548289915409,0.28230106409328026,39.49781916933843,31.682962399252364,24.12416413615142,39.17103568463697
6,330918031790165.9,0.8382521178113426,6.32609473587724,6.480497470405482,-0.019501531535111624,0.27457938031208784,0.28060746347832505,-4.191362143377956,-31.323823215616734,-23.00923354554706,1022.6982481049422,1574.046690521816,0.0,9.094998003531435,6.381390226299355,6.534486519761676,9.056286328911293,0.3930835717560893,0.2752710406577218,0.2812843015384159,0.3925995219715756,39.0918693056968,31.60299696959375,23.387867473766605,38.866524532002316
7,330918065123499.2,0.48814584268011246,6.3131672621737165,6.354061801541504,0.04738289529145008,0.2803490723959146,0.35657781453806614,-4.45592439533977,-30.635985887732513,-21.584121378568607,1022.7074818689075,1575.391247088923,0.0,8.970421875347709,6.332011311100751,6.372784928234652,8.957130246791705,0.456057539111233,0.2843250624891346,0.3597122135637655,0.4535893960555,37.739809077618716,30.95834125934931,22.03927308015776,37.47583123825445
8,330918098456832.5,0.6574614198803475,6.285916637457081,6.278157755407377,0.006344475098615255,0.2115411706712647,0.10521709802110549,-5.370703791750843,-31.9224675492676,-23.555322132820255,1022.6880900358232,1577.413364963391,0.0,8.90843803893099,6.320205969087623,6.312489233290848,8.884143896563222,0.23634838050900414,0.21163629001956655,0.10540820689234719,0.23626321043478618,40.03425526263354,32.37110430079224,24.159835678242075,39.67237244248162
9,330918131790165.8,0.5459410168551675,6.25151453607374,6.680746245784518,0.018202352431069657,0.15943606213242792,-0.0034411586457903766,-4.029459513730493,-31.265109012742737,-21.076518566187456,1022.6879534330193,1579.7676789483617,0.0,9.165798164327539,6.275307609083887,6.703015887975262,9.149524818005862,0.16050864498570094,0.16047175309792153,0.01852477278809015,0.15947319361297344,37.92048549824125,31.523698792360648,21.45824267836576,37.705791020074514
10,330918165123499.1,0.38316088255090475,6.193834982559284,6.465772824175647,0.0491985739161952,0.1390964019572603,-0.006946576067915104,-4.4315617569695736,-31.018673184911265,-24.072943304646607,1022.6779581140364,1582.1711671468158,0.0,8.961954154476617,6.205675148853054,6.4771159072356825,8.953759545856895,0.14770431148720872,0.14754087133009297,0.04968656352027833,0.13926975248245063,39.51333224503975,31.333637288992932,24.477445515301735,39.2640380692188
11,330918198456832.44,0.4548387045261014,6.791601782895743,6.4700668557678025,-0.07356984497639966,0.11708821482209213,0.21555550413556082,-6.057094509571287,-30.61791296107239,-21.808497259153818,1022.6709556334802,1584.3735427416802,0.0,9.391192583621777,6.806815189541113,6.486034486898758,9.380171634652411,0.2560983160882001,0.13828294233229158,0.2277645658415445,0.24530353730299156,38.07565548604781,31.211295839642467,22.63402188300608,37.590785397412546
12,330918231790165.75,0.7909240643990121,6.945959601480994,6.276738670494483,-0.03872290794741677,0.1538803092326231,0.3543253710636625,-4.482291018511661,-31.837760904424663,-22.650692680424434,1022.6879271202122,1586.124808985819,0.0,9.395177699156749,6.9908451321032326,6.3263740968525015,9.361826911617564,0.3882332826392322,0.15867770218096752,0.3564350321998474,0.38629731832997477,39.32922362677624,32.151733268704845,23.089928793256668,39.07296889552091
