,timestamp,ACC_0,ACC_1,ACC_2,GYRO_0,GYRO_1,GYRO_2,MAG_0,MAG_1,MAG_2,PRESS,LIGHT,label,ACC_012,ACC_01,ACC_02,ACC_12,GYRO_012,GYRO_01,GYRO_02,GYRO_12,MAG_012,MAG_01,MAG_02,MAG_12
1,47669323198516.336,-0.18942740641167702,4.917125824681244,8.531637705712672,-0.23966597024339473,0.03683710365695105,0.11278000093534188,-1.1757669380577396,-34.67383644458384,-67.79519200246555,1018.2004817989682,4127.355569860887,0.0,9.849002541353375,4.920773223594749,8.53374036890261,9.847180729390793,0.2674249018126705,0.24248041054596703,0.26487564233746275,0.11864358733959737,76.15671618662105,34.693765458341076,67.8053868549085,76.14763944100251
2,47669356531849.67,-0.25546104924959706,4.826972732832835,8.469691368464526,-0.26687238049246187,0.053070775990870886,0.13792846731565553,-1.673060021508048,-30.76914498274299,-58.292264206020775,1018.2018276147338,5246.734321766182,0.0,9.751953547276457,4.833727972403432,8.473543073869761,9.748606958973891,0.3050600544647437,0.2720980976302233,0.30040827146694743,0.14778622858818427,65.93578299428283,30.81459739806163,58.316268708655386,65.91455339478216
3,47669389865183.01,-0.027888041715411167,4.887762215226225,8.174716834199364,0.0017283390739944446,-0.11698134004507357,-0.09773705414847554,-2.2124060180072114,-32.011769289949264,-58.18954435266057,1018.1906843361695,6322.925943975715,0.0,9.524546841441138,4.887841774798351,8.174764404079985,9.524506013013779,0.1524472132520561,0.11699410700841231,0.09775233454796226,0.15243741559198376,66.4505168183943,32.08813041393115,58.23158775405979,66.41367664151105
4,47669423198516.34,-0.1533998131156136,4.910971315273787,8.276718933533608,-0.015014488358573498,-0.09988235973183257,-0.1375360655287841,-1.7941554186301532,-31.780600272425435,-59.27677331851504,1018.1803784583703,7330.40169308131,0.0,9.625240104372438,4.913366540581503,8.278140359246008,9.624017641513115,0.17064023548802007,0.10100455755196865,0.1383531863811157,0.1699783960000129,67.28269764505957,31.83120398825479,59.303919336927606,67.25877198351382
5,47669456531849.68,-0.05201726645425748,4.914654742170427,8.313904864997953,0.005420142514125871,-0.12298409564637787,-0.15850165476086847,-1.8685757069612061,-30.791837812696688,-58.830786649187985,1018.1979552248044,8243.632825674791,0.0,9.658030396254937,4.9149300128025875,8.31406759055073,9.657890315124463,0.20069190389441321,0.12310347568948188,0.1585943016214863,0.20061869888893946,66.42808373585932,30.848482151575354,58.86045389677963,66.40179766878072
6,47669489865183.016,-0.054933905591394175,5.033472015219681,8.495793764987955,0.03214892254178472,-0.13879733454233248,-0.17111371208696827,-0.7101295668223087,-31.166714098832454,-59.04879835943271,1018.1895220505423,9037.090598347979,0.0,9.875088351968879,5.033771772933612,8.495971364781765,9.874935555496446,0.2226615273477565,0.14247193862881855,0.1741075980099075,0.22032839703551158,66.772965632904,31.174803154471352,59.05306826655681,66.7691894170605
7,47669523198516.35,0.08054816408223178,4.907108384005173,8.441698855409166,0.029112862961842213,-0.14641496828132775,-0.19738426535935902,-2.6982996740460856,-31.81468066574807,-58.681559370173495,1018.1705806937916,9685.246267692684,0.0,9.764654641334086,4.907769421958501,8.442083129900668,9.764322416726635,0.24747818073137492,0.14928128391281076,0.19951969076080903,0.24575982411345446,66.80553971872152,31.928901124130178,58.74356331757679,66.75102483092466
8,47669556531849.69,0.1155496076804906,4.809552380552464,8.30109312893646,0.06726323555650592,-0.12947709637689775,-0.22679389139131234,-0.658065765729513,-31.483979036649036,-57.07188933409261,1018.1860285622474,10162.571090300737,0.0,9.594440731402175,4.81094022131984,8.30189730405714,9.593744901578006,0.2696741191070008,0.14590634442587638,0.2365582634995962,0.2611508905950865,65.18339158631665,31.490855601780353,57.07568311211824,65.1800697156966
9,47669589865183.02,-0.04072494683413845,5.1457760259996865,8.30309382439707,0.12007439936182725,-0.12487332979172595,-0.17039035316710938,-1.6496681224100174,-31.969708172498144,-58.169197067495794,1018.1903702528969,10450.679155895357,0.0,9.768420368093734,5.145937177137685,8.303193697489863,9.768335475734537,0.24298988112221667,0.17323743785734289,0.20844839609485089,0.21124919158587427,66.39607769308328,32.01224211998888,58.192584513761346,66.37558081186074
10,47669623198516.36,-0.008126472011852917,5.038116743657925,8.262102140105293,0.03341786470852315,-0.1385843088568762,-0.187085232853635,-1.2523909676700014,-32.86026970695719,-59.49412581250269,1018.1796115659153,10581.91600638402,0.0,9.677035606827442,5.038123297645036,8.262106136638517,9.677032194648254,0.2352089468853471,0.14255653034152876,0.19004641020965374,0.23282288335392826,67.97732573839433,32.88412699692467,59.50730618444931,67.96578794811303
